name,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
"One bedroom flat, Edinburgh",Gorgie West,Apartment,Entire home/apt,2,1,2,2,75,90
Central family flat with parking,Bruntsfield,Apartment,Entire home/apt,4,1,2,3,90,98
Historic 3 Bed Home with Great Views,Queensferry East,House,Entire home/apt,6,1,3,3,95,95
Trust House Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,10,3,4,7,450,99
Luxury Apt 10mins to Princes Street,Merchiston and Greenhill,Apartment,Entire home/apt,4,2,2,2,119,99
2 bdrm 17 min to centre -direct bus castle/airport,Gorgie West,Apartment,Entire home/apt,3,1,2,2,43,95
Lovely modern central townhouse,Trinity East and The Dudleys,Townhouse,Entire home/apt,7,2.5,3,2,300,80
Central 2 bedroom Cosy Sunny Flat Free Parking,Western Harbour and Leith Docks,Apartment,Entire home/apt,4,2,2,2,45,99
Waverley Park - Royal Mile 5 mins,Abbeyhill,Apartment,Entire home/apt,6,1.5,2,6,90,93
Cozy 2bed flat with cute garden,Bruntsfield,Apartment,Private room,2,1,1,1,65,97
"Beautiful twin room, wifi&tv",Polwarth,Townhouse,Private room,2,1,1,2,70,100
"""Perfect Location”. Quiet, city centre flat.",Meadows and Southside,Apartment,Entire home/apt,2,1,1,1,90,99
Db bedroom in a great Old Town flat,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,45,NA
Edinburgh city centre studio flat,Stockbridge,Apartment,Entire home/apt,2,1,1,2,80,100
Double bed in bungalow near city,Liberton West and Braid Hills,House,Private room,2,1,1,1,40,95
Homely Base for Exploring Edinburgh,Meadowbank and Abbeyhill North,Apartment,Entire home/apt,2,1,1,1,90,98
The Heart and Soul of Edinburgh,New Town West,Apartment,Entire home/apt,4,1.5,2,2,100,98
Elegant Townhouse in Historic Capital,Trinity East and The Dudleys,Townhouse,Entire home/apt,6,2,3,4,250,97
Beautiful and bright apartment in fashionable area,Meadows and Southside,Apartment,Entire home/apt,4,1,2,2,80,NA
Charming City Garden Apartment,Bonnington,Apartment,Entire home/apt,4,1,2,2,75,93
A lovely flat by Edinburgh seaside,Portobello,Apartment,Entire home/apt,5,1,2,3,65,89
Gorgeous contemporary 1bd mews,Comely Bank,Apartment,Entire home/apt,2,1,1,1,90,98
Lovely Bright Apartment in Old Town,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,73,95
Basement 2 bedroom garden flat (sleeps 4),Meadows and Southside,Apartment,Entire home/apt,4,1,2,3,120,76
4 bedroom city centre flat,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,8,2,4,4,150,95
3 dbl bedrooms in city centre (51),Deans Village,Apartment,Entire home/apt,6,2,3,3,120,94
❤ Groups & Family ☆ city / theatre apt 5☆ location,Tollcross,Apartment,Entire home/apt,7,1,3,4,124,87
"Quiet double room, historic house",Mountcastle,House,Private room,2,1,1,1,68,90
"Beautiful City centre entire flat, Tollcross",Tollcross,Apartment,Entire home/apt,2,1,1,1,47,97
Small room centre of town,Meadows and Southside,Apartment,Private room,1,1,1,1,25,90
Lovely 3Bed Home in Great Location with Parking,Gorgie East,Townhouse,Entire home/apt,6,3,3,3,95,96
Stylish room with parking and views,"Blackford, West Mains and Mayfield Road",House,Private room,2,1,1,1,90,91
Stylish Loft-Bed Apartment,Marchmont West,Bed and breakfast,Private room,1,1,1,1,75,100
Peaceful Private Twin Room 20mins to City by Bus,Colinton and Kingsknowe,House,Private room,2,1,1,2,30,100
3 bedroom City Centre flat,Great Junction Street,Apartment,Entire home/apt,10,1.5,3,6,200,NA
"Quiet, central flat for Festival",Abbeyhill,Apartment,Entire home/apt,4,1,2,2,90,100
Cowgate - Bed in Shared 6 Bed Dorm,"Old Town, Princes Street and Leith Street",Hostel,Shared room,6,2,1,6,18,72
Calm and Cosy two bedroom flat in city centre,"Canongate, Southside and Dumbiedykes",Apartment,Entire home/apt,6,1,2,3,62,90
Stylish Edinburgh Apartment,Gorgie West,Apartment,Entire home/apt,2,1,1,1,55,94
Beautiful room at heart of Old Town,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,44,96
Unique City Centre Apartment,Pilrig,Apartment,Entire home/apt,2,1,1,1,54,98
"Cumfy, spacious & central",New Town East and Gayfield,Apartment,Entire home/apt,4,2,2,2,83,97
Bright and Spacious Georgian Flat,Canonmills and New Town North,Apartment,Private room,2,1,1,1,43,97
Awesome House for Festival!,Newington and Dalkeith Road,House,Entire home/apt,3,1.5,1,1,120,NA
Room with a View in Morningside!,Morningside,Apartment,Entire home/apt,4,1,2,2,42,100
Stylish Edinburgh apartment,South Leith,Apartment,Entire home/apt,2,1.5,1,1,68,99
Large Main Door Newtown Apartment,New Town East and Gayfield,Apartment,Entire home/apt,4,2,2,2,150,98
Bed and Breakfast at its Best,Newington and Dalkeith Road,Bed and breakfast,Private room,2,1,1,1,118,NA
Central flat by The Meadows,Marchmont West,Apartment,Entire home/apt,5,1,3,3,140,99
Stunning with Breathtaking Views!,Trinity,House,Entire home/apt,8,2.5,4,6,389,100
Large double room with ensuite.,Prestonfield,Bungalow,Private room,2,1,1,1,36,97
Nice Location with Private Parking,Meadows and Southside,Apartment,Entire home/apt,4,1,1,2,38,91
2 Bedroom Apartment BlairSt OldTown,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,90,81
Lovely double bedroom in town,Tollcross,House,Private room,2,1,1,1,36,80
Delightful Apartment Great Location,New Town West,Apartment,Entire home/apt,4,1,2,3,145,98
Double With View & En-Suite Next To Arthur's Seat,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1,1,1,60,96
Stunning artistic garden apartment,New Town East and Gayfield,Apartment,Private room,4,1,1,2,250,100
Stunning City Centre Apartment,New Town West,Apartment,Entire home/apt,4,2,2,3,205,99
2 Bedroom Apt on the ROYALMILE,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,5,1,2,3,90,81
"Central garden apartment, 15 mins walk to Castle",New Town West,Apartment,Entire home/apt,6,2,2,6,150,95
A stylish New Town pied a terre,New Town East and Gayfield,Apartment,Entire home/apt,2,1,0,1,95,96
Lovely 2 bdrm flat by the stream,"Blackford, West Mains and Mayfield Road",Apartment,Entire home/apt,4,1,2,2,59,92
3 BR Central Mews House Walking Distance to Castle,Tollcross,Apartment,Entire home/apt,6,2,3,5,1000,98
Sunshine on Abbeyhill,Hillside and Calton Hill,Apartment,Entire home/apt,3,1,1,2,63,97
Very spacious West Edinburgh flat,Balgreen and Roseburn,Apartment,Private room,2,1,1,1,65,91
"Small room, Marchmont Edinburgh",Marchmont East and Sciennes,Apartment,Private room,2,1,1,1,33,95
Bright Room in Private Flat near Holyrood Park,Meadowbank and Abbeyhill North,Apartment,Private room,2,1,1,1,40,96
"Stunning Apartment, Great Location",Stockbridge,Apartment,Entire home/apt,4,2,2,3,157,95
Feel like Home cosy and modern room with breakfast,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1,1,1,40,98
Lovely location & dbl room,Western Harbour and Leith Docks,Bed and breakfast,Private room,1,1,1,1,30,97
double bedroom 2,Drylaw,Apartment,Private room,2,1,1,1,24,93
3 Bedroom Apartment OLD TOWN,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,3,5,90,94
Cosy Georgian flat,Stockbridge,Apartment,Entire home/apt,2,1,1,1,65,94
DOUBLE BIG BEDROOM IN A LOVELY FRIENDLY FLAT :),The Calders,Apartment,Private room,1,0,1,1,17,94
Spacious City Centre 3 Bedroom Flat Sleeps 6,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,2,3,4,120,97
Artist’s flat near Castle & EICC,Tollcross,Apartment,Entire home/apt,2,1,1,1,70,97
Top-rated central apartment in historic street,Broughton North and Powderhall,Apartment,Entire home/apt,2,1,1,1,90,99
"Historic Central Flat, Double Room",Canonmills and New Town North,Apartment,Private room,2,1,1,1,25,87
"Southside Apartment, 15 mins walk from castle",The Grange,Apartment,Entire home/apt,4,1,2,2,100,93
Double Room | Independent Bathroom | Central,"Craigleith, Orchard Brae and Crewe Toll",Apartment,Private room,2,1,1,1,37,92
2 Bedroom flat next to the Castle,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,5,1.5,2,4,110,95
Bright & Spacious Centrally Located Townhouse,Deans Village,Townhouse,Entire home/apt,6,3.5,4,4,175,99
Cozy room sleep & nice kitchen cook,The Inch,Apartment,Private room,1,1,1,1,23,93
Beautiful Colonies flat in Edinburgh,Abbeyhill,Apartment,Entire home/apt,4,1,2,2,100,98
"Solo Women,  Room in Central Artist's Family Home",Meadowbank and Abbeyhill North,Apartment,Private room,1,1.5,1,1,30,96
Central & convenient home,"Old Town, Princes Street and Leith Street",Apartment,Private room,2,1,1,1,35,91
Cowgate Tourist Hostel - Twin Dorm Room,"Old Town, Princes Street and Leith Street",Hostel,Private room,2,1,1,2,70,80
Cowgate - Private Double Room,"Old Town, Princes Street and Leith Street",Hostel,Private room,2,1,1,2,80,60
Roseneath Place,Marchmont East and Sciennes,Apartment,Private room,2,1,1,1,50,92
Lovely quiet eclectic parking central relaxed home,Abbeyhill,Apartment,Private room,2,1,1,1,130,95
Georgian terrace city centre room - great reviews,Marchmont East and Sciennes,Townhouse,Private room,2,1.5,1,1,35,98
Large Double Room in Central flat,Tollcross,Apartment,Private room,2,1,1,1,65,95
Double or Twin Room Edinburgh South,Morningside,Apartment,Private room,2,1,1,1,43,97
Double bedroom,Shandon,Apartment,Private room,2,1,1,2,45,NA
Edinburgh City Centre - Double room,Tollcross,Apartment,Private room,2,1,1,1,30,80
Central Apartment With Castle View,Tollcross,Apartment,Entire home/apt,6,1,2,2,99,91
Double Room Argyle Place,Marchmont East and Sciennes,Bed and breakfast,Private room,2,1.5,1,1,80,97
Stunning Edinburgh Castle Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,2,2,2,200,100
Hopetoun Grande: Luxury Penthouse,New Town East and Gayfield,Apartment,Entire home/apt,8,2,3,8,149,94
Large dble room for up to 3 guests.,"Jewel, Brunstane and Newcraighall",House,Private room,3,1,1,2,79,98
Bright Historical Flat,Marchmont East and Sciennes,Apartment,Entire home/apt,5,1,3,3,100,96
Stylish Apartment in Trendy New Town Location,Stockbridge,Apartment,Entire home/apt,4,1,2,2,75,97
Tidy and convenient room,Newington and Dalkeith Road,Apartment,Private room,1,0,1,1,28,95
Lovely 2 bedroom flat in Leith,Pilrig,Apartment,Entire home/apt,4,1,2,2,95,92
Funky 2 bedroom Grnd Fl House garden wifi parking,"Gracemount, Southhouse and Burdiehouse",Apartment,Entire home/apt,5,1,2,3,30,93
Modern Luxury Beachside Apartment,Joppa,Apartment,Entire home/apt,5,1,2,4,105,99
Sinclair Gardens,Shandon,Apartment,Entire home/apt,6,2,3,3,150,100
Converted factory with parking,Stockbridge,Apartment,Entire home/apt,4,1,1,2,100,95
Modern Flat 10 min City Centre,Hillside and Calton Hill,Apartment,Entire home/apt,6,1,3,3,114,76
Edinburgh Festival.15mins.walk town,Marchmont West,Apartment,Private room,1,1,1,1,49,NA
"Exceptional s-king ensuite rm, breakfast included*","Dalmeny, Kirkliston and Newbridge",House,Private room,2,1,1,1,50,99
"Entire Flat in Leith, Edinburgh",North Leith and Newhaven,Apartment,Entire home/apt,4,1,2,2,60,98
Small Dbl bedroom Edinburgh centre,Meadowbank and Abbeyhill North,Apartment,Private room,2,1,1,1,40,85
"Luminous, spacious Edinburgh apartment.",Marchmont West,Apartment,Entire home/apt,6,1,3,4,195,95
"Apartment, 3 Rooms + Bath,sleeps 4.",Merchiston and Greenhill,Bed and breakfast,Private room,4,1,1,3,100,100
4 Bedroom spacious City centre flat,Tollcross,Apartment,Entire home/apt,7,2,4,4,299,95
★Amazing Location!★ In♥of the City. 2BR Sleeps 4-6,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,2,3,134,97
Comfy home in leafy suburb: no stairs+free parking,Greenbank and The Braids,Apartment,Entire home/apt,5,2,2,5,85,100
Premier City Centre Location - Bright & Spacious,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,1,2,5,88,94
Fantastic Large Georgian Apartment,Meadows and Southside,Apartment,Entire home/apt,12,3,6,6,250,97
"Beautiful, spacious, Georgian 3 bedroom. West End.",Tollcross,Apartment,Entire home/apt,6,2,3,4,225,99
Edinburgh Royal Mile Old Town Great Location,"Canongate, Southside and Dumbiedykes",Apartment,Private room,2,1,1,2,47,97
Double room in historic building (with breakfast),"Inverleith, Goldenacre and Warriston",Apartment,Private room,2,1,1,1,55,95
Snuggle up by the Marble Fireplace in a Conservation Area,New Town East and Gayfield,Apartment,Entire home/apt,2,1,1,1,160,100
Light spacious flat by Leith Links,Western Harbour and Leith Docks,Apartment,Entire home/apt,6,1,2,2,115,NA
"Sleeps 3, close to city centre. Lots of busses.",Comely Bank,Apartment,Private room,3,1,1,3,50,91
Central flat,Tollcross,Apartment,Entire home/apt,4,1,2,1,83,100
Double room with double bed,Colinton Mains and Firrhill,House,Private room,2,1,1,1,100,NA
Spacious two bedroom flat in Central Edinburgh,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,60,96
Central cousy room for rent in a lovely villa,Meadowbank and Abbeyhill North,Villa,Private room,2,1,1,1,80,100
Beautiful 3bed in Edinburgh's Historic New Town,Canonmills and New Town North,Apartment,Entire home/apt,6,3,3,3,150,98
Boutique B&B in the heart of the New Town,Canonmills and New Town North,Townhouse,Private room,4,1,2,2,74,99
Beautiful Three Bedroom Home near the Botanics,Trinity,Apartment,Entire home/apt,6,1,3,3,90,100
Quirky bright private room with double loft bed,Deans Village,Townhouse,Private room,2,2,1,1,40,97
Double room in family home for rent.,Granton and Royston Mains,Apartment,Private room,2,1,1,1,55,100
Festival Flat to rent in central Edinburgh,Stockbridge,Apartment,Entire home/apt,5,1,2,3,200,96
Apartment Near Holyrood Palace/Park,Abbeyhill,Apartment,Entire home/apt,4,1.5,3,3,85,96
Spacious flat in central Edinburgh,New Town East and Gayfield,Apartment,Entire home/apt,4,1,2,2,100,100
Edinburgh City flat with parking space,Gorgie East,Apartment,Entire home/apt,2,1,1,1,65,99
Beautiful Victorian Apartment,Stockbridge,Apartment,Private room,2,1,1,2,160,93
A first floor flat,Leith (Hermitage and Prospect Bank),Apartment,Entire home/apt,2,1,1,1,80,98
The Fettes Residence,"Craigleith, Orchard Brae and Crewe Toll",Apartment,Entire home/apt,5,2,2,2,157,90
"Dicksonfield, 2 bed, City Centre,",Hillside and Calton Hill,Apartment,Entire home/apt,4,2,2,2,120,NA
City apartment with parking,Broughton South,Apartment,Entire home/apt,4,2,2,3,100,NA
"Spacious room in period family home, Leith.",Leith (Hermitage and Prospect Bank),House,Private room,3,1.5,1,2,28,98
Double Room for rent city center,New Town East and Gayfield,Apartment,Private room,2,1,1,1,55,93
Lovely modern 2 bed apartment,Willowbrae and Duddingston Village,Apartment,Entire home/apt,6,1,2,3,82,92
Edinburgh flat to rent (sleeps 4-6),The Shore and Constitution Street,Apartment,Entire home/apt,6,2,2,3,175,100
Clean and Central 2 Bedroom Apartment,Hillside and Calton Hill,Apartment,Entire home/apt,4,1,2,2,95,93
Lovely room close to city centre,North Leith and Newhaven,Apartment,Private room,2,1,1,1,65,96
Lovely Georgian flat in city centre,Hillside and Calton Hill,Apartment,Private room,2,1,1,2,53,96
2 Bedroom Apartment- Bruntsfield,Bruntsfield,Apartment,Entire home/apt,4,1,2,2,104,93
Charming City Centre Apartment,Deans Village,Apartment,Entire home/apt,2,1,1,1,50,97
Popular Double Room,Colinton and Kingsknowe,Bungalow,Private room,2,1,1,1,60,99
"Large bright room,city centre flat",New Town East and Gayfield,Apartment,Private room,2,1,1,1,60,95
"Chic Apartment, Centre of Edinburgh",Canonmills and New Town North,Apartment,Entire home/apt,2,1,1,1,95,98
Lovely twin room with private bathroom,Fernieside and Moredun South,House,Private room,2,3.5,1,2,29,93
Superb Traditional 2 Bedroom Flat,Murrayfield and Ravelston,Apartment,Entire home/apt,5,1,2,4,130,100
Bright & cosy room near Haymarket,Polwarth,Apartment,Private room,2,1,1,1,100,NA
The Bruntsfield Snug,Bruntsfield,Condominium,Entire home/apt,3,1,1,1,60,98
quiet and cosy double room,Leith (Albert Street),Apartment,Private room,2,1,1,1,36,96
4 bedroom City Centre flat,Hillside and Calton Hill,Condominium,Entire home/apt,8,2,4,6,250,100
Penthouse Flat Near to Princes St. & Haymarket,Gorgie West,Apartment,Entire home/apt,2,1,1,1,1000,96
Perfect festival spot,The Shore and Constitution Street,Apartment,Shared room,2,1,1,2,24,94
Elegant flat close to all amenities,South Leith,Apartment,Entire home/apt,4,2,2,2,75,98
Seaside City break - triple room,Joppa,Bungalow,Private room,3,1,1,2,52,98
"Lovely home, 15 mins to city centre",Currie West,House,Entire home/apt,6,1,3,4,100,NA
Chic Apartment by Royal Mile,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1,2,2,140,99
"Central Double Room, Old Town",Meadows and Southside,Apartment,Private room,2,1,1,1,38,92
Cosy near centre Edinburgh apartment with Netflix!,Easter Road and Hawkhill Avenue,Apartment,Entire home/apt,4,1,1,2,44,96
3 bed Old Town Apartment,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,6,2,3,4,136,90
Beautiful apartment in Old Town,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,1.5,2,2,100,91
Spacious Duplex apartment Old Town,"Old Town, Princes Street and Leith Street",Apartment,Entire home/apt,4,2,2,2,80,91
DOUBLE ROOM 20 MINUTES FROM CITY,East Craigs North,Apartment,Private room,1,1,1,1,25,95
Gorgeous Central Sunny 2 bed Flat. Wifi. Sleeps 4,Comely Bank,Apartment,Entire home/apt,4,1,2,2,69,98
SINGLE ROOM 20 MINUTES FROM CITY,East Craigs North,Apartment,Private room,1,1,1,1,20,99
"Private Room and bathroom, Georgian Garden Flat",Stockbridge,Apartment,Private room,2,1,1,1,45,100
Castle View Apartment by SQUAREproperty,Tollcross,Apartment,Entire home/apt,6,1,2,3,80,91
Right in the heart of the city,"Canongate, Southside and Dumbiedykes",Apartment,Private room,4,1,1,2,39,92
Elegant Georgian 2 bedroom gdn flat,Stockbridge,Apartment,Entire home/apt,6,2.5,2,4,140,100
Lovely central double bedroom,Meadows and Southside,Apartment,Private room,1,1,1,1,45,73
